Name                                     Type        Forward_MACs    FPercent    Memory      MPercent    Params     PPercent    InShape        OutShape
---------------------------------------  ----------  --------------  ----------  ----------  ----------  ---------  ----------  -------------  -------------
/conv1/conv1.0/Conv                      Conv        8,429,568       1.43%       1,206,912   1.36%       672        0.01%       1x3x224x224    1x24x112x112
/conv1/conv1.2/Relu                      Relu        301,056         0.05%       1,204,224   1.35%       0          0.00%       1x24x112x112   1x24x112x112
/maxpool/MaxPool                         MaxPool     677,376         0.11%       301,056     0.34%       0          0.00%       1x24x112x112   1x24x56x56
/stage2/stage2.0/branch1/branch1.0/Conv  Conv        188,160         0.03%       76,224      0.09%       240        0.00%       1x24x56x56     1x24x28x28
/stage2/stage2.0/branch2/branch2.0/Conv  Conv        9,564,800       1.62%       1,542,568   1.73%       3,050      0.04%       1x24x56x56     1x122x56x56
/stage2/stage2.0/branch1/branch1.2/Conv  Conv        2,391,200       0.40%       394,792     0.44%       3,050      0.04%       1x24x28x28     1x122x28x28
/stage2/stage2.0/branch2/branch2.2/Relu  Relu        382,592         0.06%       1,530,368   1.72%       0          0.00%       1x122x56x56    1x122x56x56
/stage2/stage2.0/branch1/branch1.4/Relu  Relu        95,648          0.02%       382,592     0.43%       0          0.00%       1x122x28x28    1x122x28x28
/stage2/stage2.0/branch2/branch2.3/Conv  Conv        956,480         0.16%       387,472     0.44%       1,220      0.02%       1x122x56x56    1x122x28x28
/stage2/stage2.0/branch2/branch2.5/Conv  Conv        11,764,704      1.99%       442,616     0.50%       15,006     0.20%       1x122x28x28    1x122x28x28
/stage2/stage2.0/branch2/branch2.7/Relu  Relu        95,648          0.02%       382,592     0.43%       0          0.00%       1x122x28x28    1x122x28x28
/stage2/stage2.0/Transpose               Transpose   0               0.00%       765,184     0.86%       0          0.00%       1x2x122x28x28  1x122x2x28x28
/stage2/stage2.1/Add                     Add         1               0.00%       8           0.00%       0          0.00%       1              1
/stage2/stage2.1/Div                     Div         4               0.00%       8           0.00%       0          0.00%       1              1
/stage2/stage2.1/Mul                     Mul         1               0.00%       8           0.00%       0          0.00%       1              1
/stage2/stage2.1/Mul_1                   Mul         1               0.00%       8           0.00%       0          0.00%       1              1
/stage2/stage2.1/branch2/branch2.0/Conv  Conv        11,764,704      1.99%       442,616     0.50%       15,006     0.20%       1x122x28x28    1x122x28x28
/stage2/stage2.1/branch2/branch2.2/Relu  Relu        95,648          0.02%       382,592     0.43%       0          0.00%       1x122x28x28    1x122x28x28
/stage2/stage2.1/branch2/branch2.3/Conv  Conv        956,480         0.16%       387,472     0.44%       1,220      0.02%       1x122x28x28    1x122x28x28
/stage2/stage2.1/branch2/branch2.5/Conv  Conv        11,764,704      1.99%       442,616     0.50%       15,006     0.20%       1x122x28x28    1x122x28x28
/stage2/stage2.1/branch2/branch2.7/Relu  Relu        95,648          0.02%       382,592     0.43%       0          0.00%       1x122x28x28    1x122x28x28
/stage2/stage2.1/Transpose               Transpose   0               0.00%       765,184     0.86%       0          0.00%       1x2x122x28x28  1x122x2x28x28
/stage2/stage2.2/Add                     Add         1               0.00%       8           0.00%       0          0.00%       1              1
/stage2/stage2.2/Div                     Div         4               0.00%       8           0.00%       0          0.00%       1              1
/stage2/stage2.2/Mul                     Mul         1               0.00%       8           0.00%       0          0.00%       1              1
/stage2/stage2.2/Mul_1                   Mul         1               0.00%       8           0.00%       0          0.00%       1              1
/stage2/stage2.2/branch2/branch2.0/Conv  Conv        11,764,704      1.99%       442,616     0.50%       15,006     0.20%       1x122x28x28    1x122x28x28
/stage2/stage2.2/branch2/branch2.2/Relu  Relu        95,648          0.02%       382,592     0.43%       0          0.00%       1x122x28x28    1x122x28x28
/stage2/stage2.2/branch2/branch2.3/Conv  Conv        956,480         0.16%       387,472     0.44%       1,220      0.02%       1x122x28x28    1x122x28x28
/stage2/stage2.2/branch2/branch2.5/Conv  Conv        11,764,704      1.99%       442,616     0.50%       15,006     0.20%       1x122x28x28    1x122x28x28
/stage2/stage2.2/branch2/branch2.7/Relu  Relu        95,648          0.02%       382,592     0.43%       0          0.00%       1x122x28x28    1x122x28x28
/stage2/stage2.2/Transpose               Transpose   0               0.00%       765,184     0.86%       0          0.00%       1x2x122x28x28  1x122x2x28x28
/stage2/stage2.3/Add                     Add         1               0.00%       8           0.00%       0          0.00%       1              1
