Name                                     Type        Forward_MACs    FPercent    Memory      MPercent    Params     PPercent    InShape        OutShape
---------------------------------------  ----------  --------------  ----------  ----------  ----------  ---------  ----------  -------------  -------------
/conv1/conv1.0/Conv                      Conv        8,429,568       5.65%       1,206,912   3.10%       672        0.03%       1x3x224x224    1x24x112x112
/conv1/conv1.2/Relu                      Relu        301,056         0.20%       1,204,224   3.10%       0          0.00%       1x24x112x112   1x24x112x112
/maxpool/MaxPool                         MaxPool     677,376         0.45%       301,056     0.77%       0          0.00%       1x24x112x112   1x24x56x56
/stage2/stage2.0/branch1/branch1.0/Conv  Conv        188,160         0.13%       76,224      0.20%       240        0.01%       1x24x56x56     1x24x28x28
/stage2/stage2.0/branch2/branch2.0/Conv  Conv        4,547,200       3.05%       733,352     1.89%       1,450      0.06%       1x24x56x56     1x58x56x56
/stage2/stage2.0/branch1/branch1.2/Conv  Conv        1,136,800       0.76%       187,688     0.48%       1,450      0.06%       1x24x28x28     1x58x28x28
/stage2/stage2.0/branch2/branch2.2/Relu  Relu        181,888         0.12%       727,552     1.87%       0          0.00%       1x58x56x56     1x58x56x56
/stage2/stage2.0/branch1/branch1.4/Relu  Relu        45,472          0.03%       181,888     0.47%       0          0.00%       1x58x28x28     1x58x28x28
/stage2/stage2.0/branch2/branch2.3/Conv  Conv        454,720         0.31%       184,208     0.47%       580        0.03%       1x58x56x56     1x58x28x28
/stage2/stage2.0/branch2/branch2.5/Conv  Conv        2,682,848       1.80%       195,576     0.50%       3,422      0.15%       1x58x28x28     1x58x28x28
/stage2/stage2.0/branch2/branch2.7/Relu  Relu        45,472          0.03%       181,888     0.47%       0          0.00%       1x58x28x28     1x58x28x28
/stage2/stage2.0/Transpose               Transpose   0               0.00%       363,776     0.94%       0          0.00%       1x2x58x28x28   1x58x2x28x28
/stage2/stage2.1/Add                     Add         1               0.00%       8           0.00%       0          0.00%       1              1
/stage2/stage2.1/Div                     Div         4               0.00%       8           0.00%       0          0.00%       1              1
/stage2/stage2.1/Mul                     Mul         1               0.00%       8           0.00%       0          0.00%       1              1
/stage2/stage2.1/Mul_1                   Mul         1               0.00%       8           0.00%       0          0.00%       1              1
/stage2/stage2.1/branch2/branch2.0/Conv  Conv        2,682,848       1.80%       195,576     0.50%       3,422      0.15%       1x58x28x28     1x58x28x28
/stage2/stage2.1/branch2/branch2.2/Relu  Relu        45,472          0.03%       181,888     0.47%       0          0.00%       1x58x28x28     1x58x28x28
/stage2/stage2.1/branch2/branch2.3/Conv  Conv        454,720         0.31%       184,208     0.47%       580        0.03%       1x58x28x28     1x58x28x28
